UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Brett Worthy,@Brettworthy4,2022-01-02T15:16:18.000Z,"Brett Worthy
@Brettworthy4
·
Jan 2, 2022","#NottinghamForest weighing up 'another bid' for Championship defender 

#NFFC last bid being around the £1m region.

#Forest desperate for reinforcements this window to help play-off push.

21-y/o has 6 months left on deal.

#RFC #nffc #EFL
football72.co.uk
Nottingham Forest weighing up ‘another bid’ for Championship defender
Nottingham Forest are weighing up a fresh approach for fellow Championship defender Tom Holmes from Reading, reports the MailOnline. Forest have already seen several bids rejected by Reading for the...
1
3",,,1,3,[],https://twitter.com/Brettworthy4/status/1477660025820786696
FOOTBALL72,@Football72uk,2022-01-02T15:19:24.000Z,"FOOTBALL72
@Football72uk
·
Jan 2, 2022","#NottinghamForest weighing up 'another bid' for Championship defender 

#NFFC last bid being around the £1m region.

#Forest desperate for reinforcements this window to help play-off push.

21-y/o has 6 months left on deal.

#RFC #nffc #EFL #Reading
football72.co.uk
Nottingham Forest weighing up ‘another bid’ for Championship defender
Nottingham Forest are weighing up a fresh approach for fellow Championship defender Tom Holmes from Reading, reports the MailOnline. Forest have already seen several bids rejected by Reading for the...
3",,,,3,[],https://twitter.com/Football72uk/status/1477660807873847296
Edward Walker,@edward_w97,2022-01-08T18:09:56.000Z,"Edward Walker
@edward_w97
·
Jan 9, 2022","They’re admittedly nearly a month apart, but #WeAreSalford finally pick up back-to-back league wins after a 2-0 victory over #NCAFC.

One of those results that shows what Salford can be about. Getting the better of a play-off ranked side away from home.
#EFL
1",,1,,,[],https://twitter.com/edward_w97/status/1479878050175148038
Adrian Kita,@AdrianKitaMedia,2022-01-11T21:29:37.000Z,"Adrian Kita
@AdrianKitaMedia
·
Jan 12, 2022","Another three points for the #Stags as they continue their play-off push, now level on points with Newport County in the final play-off place.

#EFL #SkyBetLeagueTwo #MTFC #MansfieldTown #STFC #Swindon 
@ProstInt
6",,,,6,['https://pbs.twimg.com/media/FI2ft3KWUAgNP4P?format=jpg&name=medium'],https://twitter.com/AdrianKitaMedia/status/1481015465120043011
Edward Walker,@edward_w97,2022-01-11T21:30:54.000Z,"Edward Walker
@edward_w97
·
Jan 12, 2022","Mansfield. Mansfield. Mansfield.

A 3-2 win for #Stags over #STFC leaves Nigel Clough’s team just outside the play-off places.

It can’t be long at all till they get in there. 8 wins in their last 9 league games and 5 in a row!
#EFL
2
4
37",,2,4,37,[],https://twitter.com/edward_w97/status/1481015789423677445
talkSPORT 2,@talkSPORT2,2022-01-11T17:50:02.000Z,"talkSPORT 2
@talkSPORT2
·
Jan 12, 2022","Tonight on 
@talkSPORT2
 

A busy evening ahead! 

 𝟔𝐩𝐦:
 NFL Play-Off Preview Show
 Previewing the weekend’s action

 𝟕𝐩𝐦:
 EFL GameDay Live
 Reading v Fulham

  Listen → http://talkSPORT.com/Live2

Brought to you with 
@888Sport
 #Ad
1",🚨 👏 ⏰ 🏈 ✅ ⏰ ⚽ ✅ 📻,,,1,['https://pbs.twimg.com/media/FI1tX9vXsAYxphM?format=jpg&name=900x900'],https://twitter.com/talkSPORT2/status/1480960207060615170
Tim Williams,@Sporturo,2022-01-11T19:56:54.000Z,"Tim Williams
@Sporturo
·
Jan 12, 2022","Sport This Day
 11th January 2020
 
@SkyBetChamp
 @stokecity
 v 
@MillwallFC
 @stokecity
 played out a dour 0-0 home draw with play-off chasing 
@MillwallFC
 in the 
@SkyBetChamp
 
#football #soccer #championship #efl #futbol #stoke #stokecity #potters #millwall
1",🗓 🏆 ⚽ 🗒,,,1,['https://pbs.twimg.com/media/FI2KfVhXwAEsPpJ?format=jpg&name=medium'],https://twitter.com/Sporturo/status/1480992132135587844
Brett Worthy,@Brettworthy4,2022-01-13T13:20:06.000Z,"Brett Worthy
@Brettworthy4
·
Jan 13, 2022","Huddersfield Town plotting transfer raid on League One side 

#HTAFC looking to make signings this month to strengthen play-off push.

24-y/o League One player been looked at by several sides - #HuddersfieldTown the most interested.

#hatfc #EFL
football72.co.uk
Huddersfield Town plotting transfer raid on League One side
Huddersfield Town are looking to be busy this month as they cement their push for a surprise play off place in the Sky Bet Championship. The Terriers are believed to be one of numerous clubs plotting...
1
2",,,1,2,['https://pbs.twimg.com/card_img/1608821116784500738/Je4CJpJe?format=jpg&name=360x360'],https://twitter.com/Brettworthy4/status/1481617050590142464
FOOTBALL72,@Football72uk,2022-01-13T13:21:08.000Z,"FOOTBALL72
@Football72uk
·
Jan 13, 2022","Huddersfield Town plotting transfer raid on League One side 

#HTAFC looking to make signings this month to strengthen play-off push.

24-y/o League One player been looked at by several sides - #HuddersfieldTown the most interested.

#hatfc #EFL
football72.co.uk
Huddersfield Town plotting transfer raid on League One side
Huddersfield Town are looking to be busy this month as they cement their push for a surprise play off place in the Sky Bet Championship. The Terriers are believed to be one of numerous clubs plotting...
2
2",,,2,2,['https://pbs.twimg.com/card_img/1608821116784500738/Je4CJpJe?format=jpg&name=360x360'],https://twitter.com/Football72uk/status/1481617312075689991
Jonny,@fcislocheng,2022-01-14T10:17:56.000Z,"Jonny
@fcislocheng
·
Jan 14, 2022","Basically agree, 3 up 3 down. But the National League has to scrap their muppet play-off format and revert to the standard ones like in EFL.
Daniel Storey
@danielstorey85
·
Jan 14, 2022
The lines between National League and League Two have become more and more blurred. It is time to increase the number of promotion places for the good of the game as whole.

Friday column. 

https://inews.co.uk/sport/football/extra-promotion-place-national-league-efl-1398708…
Show this thread",,,,,['https://pbs.twimg.com/profile_images/1002544241887842304/Up4sfc7x_normal.jpg'],https://twitter.com/fcislocheng/status/1481933592649474055
Adrian Kita,@AdrianKitaMedia,2022-01-15T13:49:50.000Z,"Adrian Kita
@AdrianKitaMedia
·
Jan 15, 2022","Hello and welcome from the One Call Stadium where the #Stags face the #Saddlers in a bid to enter the play-off places.

#EFL #SkyBetLeagueTwo #MTFC #MansfieldTown #WFC 
@ProstInt
0:04
50 views
1
2",,,1,2,['https://pbs.twimg.com/ext_tw_video_thumb/1482349247169286156/pu/img/KE71_6f_c_5Gy84-.jpg'],https://twitter.com/AdrianKitaMedia/status/1482349310314487810
Alex Chandy,@AlexChandy,2022-01-15T12:34:35.000Z,"Alex Chandy
@AlexChandy
·
Jan 15, 2022","𝟮𝟭𝘀𝘁 𝗝𝘂𝗻𝗲 𝟮𝟬𝟮𝟭: NL play-off final winners 

𝟭𝟱𝘁𝗵 𝗝𝗮𝗻𝘂𝗮𝗿𝘆 𝟮𝟬𝟮𝟮: 
@EFL
 action back in Bristol 

Same car park & even the same driver
Some serious Déjà vu! 

Utp x
3
1
81",😅,3,1,81,"['https://pbs.twimg.com/media/FJJLnMLXsAgy7Ih?format=jpg&name=900x900', 'https://pbs.twimg.com/media/FJJLnMfXIAM6sNQ?format=jpg&name=medium']",https://twitter.com/AlexChandy/status/1482330371735928840
Adrian Kita,@AdrianKitaMedia,2022-01-16T18:45:05.000Z,"Adrian Kita
@AdrianKitaMedia
·
Jan 17, 2022","#Stags continue their rampant form with a win over #Walsall lifting them into the play-off places.

#EFL #SkyBetLeagueTwo #MTFC #Mansfield #Saddlers #WFC
prostinternational.com
Nigel Clough’s Stags are well and truly on a promotion charge after recording a sixth consecutive...
From relegation worries to promotion challenging, Mansfield Town have turned their season around and do not look like stopping anytime soon.
2
5",,,2,5,[],https://twitter.com/AdrianKitaMedia/status/1482785997784031237
Sky Bet League Two,@SkyBetLeagueTwo,2022-01-17T14:01:08.000Z,"Sky Bet League Two
@SkyBetLeagueTwo
·
Jan 17, 2022"," It's now  league wins on the bounce for 
@mansfieldtownfc
, moving from 18th to inside the Play-Off spots! 

#EFL | #SkyBetLeagueTwo
2
20
202",🔥 📈,2,20,202,['https://pbs.twimg.com/media/FJTxPLyWUAMGQBQ?format=jpg&name=medium'],https://twitter.com/SkyBetLeagueTwo/status/1483076927367827460
Wall Art,@WallArt1885,2022-01-19T09:32:00.000Z,"Wall Art
@WallArt1885
·
Jan 19, 2022","Jed Wallace gets in a tangle. Bradford City 0-1 Millwall. 2017 EFL Play-off Final. 20th May 2017 Wembley Stadium, Wembley, London #Millwall
2
71",,,2,71,['https://pbs.twimg.com/media/FJdILxhXwAIX0kj?format=jpg&name=small'],https://twitter.com/WallArt1885/status/1483733975956922369
Sky Bet,@SkyBet,2022-01-21T12:05:00.000Z,"Sky Bet
@SkyBet
·
Jan 21, 2022","The most competitive league in the world 

The race for promotion & play-off places is on 

Enjoy the ups & downs of the 
@SkyBetChamp
 so far  #EFL
0:30
256.2K views
49
249
1,308",⚽ 👊 🎢,49,249,"1,308",['https://pbs.twimg.com/amplify_video_thumb/1484482510050496513/img/iB00wxZNggmuvR0U.jpg'],https://twitter.com/SkyBet/status/1484497252903100417
Outside The Box,@OutSide_TheBox2,2022-01-21T11:41:40.000Z,"Outside The Box
@OutSide_TheBox2
·
Jan 21, 2022","Oxford v Sheffield Wednesday is one of the games of the weekend in the EFL

Both sides have exciting options going forward with play-off ambitions in their sights

Taylor, Henry, Sykes v Gregory, Windass and Bannan will be so fun to see

#OUFC #SWFC
1",,1,,,[],https://twitter.com/OutSide_TheBox2/status/1484491381309587456
Ollie Walton,@OWaltonSports,2022-01-21T20:06:19.000Z,"Ollie Walton
@OWaltonSports
·
Jan 22, 2022","Stoke City welcome table-toppers Fulham as they look to halt the Cottagers’ title charge and keep up their own play-off chase. #SCFC 

 
@VAVEL_EFL
vavel.com
Stoke City vs Fulham preview: How to watch, kick-off time, team news, predicted lineups and ones to...
Stoke City welcome table-toppers Fulham as they look to halt the Cottagers’ title charge and keep up their own play-off chase.
1
6",,,1,6,[],https://twitter.com/OWaltonSports/status/1484618380116213761
Brett Worthy,@Brettworthy4,2022-01-21T11:11:08.000Z,"Brett Worthy
@Brettworthy4
·
Jan 21, 2022","AFC Bournemouth & QPR plotting moves for EFL attacker

- #Bournemouth & #QPR  both looking to add a bit more creativity this month.

- #AFCB & #Rs looking to cement play-off push.

- Player has played 170 games for club, scored 33, assisted 23.

#EFL
football72.co.uk
AFC Bournemouth & QPR plotting moves for EFL attacker
Bournemouth and QPR are both weighing up moves for Derby County winger and captain Tom Lawrence, reports Football Insider. Derby are in a well known public fight off the pitch to secure their status...
1
1",,,1,1,[],https://twitter.com/Brettworthy4/status/1484483696392650755
Sky Bet,@SkyBet,2022-01-21T12:05:00.000Z,"Sky Bet
@SkyBet
·
Jan 21, 2022","The most competitive league in the world 

The race for promotion & play-off places is on 

Enjoy the ups & downs of the 
@SkyBetChamp
 so far  #EFL
256.2K views
0:01 / 0:30
49
249
1,308",⚽ 👊 🎢,49,249,"1,308",[],https://twitter.com/SkyBet/status/1484497252903100417
FOOTBALL72,@Football72uk,2022-01-21T11:12:24.000Z,"FOOTBALL72
@Football72uk
·
Jan 21, 2022","#AFCBournemouth & QPR plotting moves for EFL attacker

- #Bournemouth & #QPR  both looking to add a bit more creativity this month.

- #AFCB & #Rs looking to cement play-off push.

- Player has played 170 games for club, scored 33, assisted 23.

#EFL
football72.co.uk
AFC Bournemouth & QPR plotting moves for EFL attacker
Bournemouth and QPR are both weighing up moves for Derby County winger and captain Tom Lawrence, reports Football Insider. Derby are in a well known public fight off the pitch to secure their status...
2
2",,,2,2,[],https://twitter.com/Football72uk/status/1484484016589914114
reportrgg,@reportrgg,2022-01-24T14:33:53.000Z,"reportrgg
@reportrgg
·
Jan 24, 2022","Salut les copains !

Demain suite de l'EFL WHITE avec la 9ème et 10ème journée, en multiplex, à partir de 22h00 ! 

PRIME à 23h00 : @FDA_Mvdness VS 
@AtlantideCP
 

Le remake de la dernière Finale des Play-Off donnera t'il le même résultat ? 

#LaRégalade #eSports #OneLife
3
7",🔥 ⚔ 💥,,3,7,[],https://twitter.com/reportrgg/status/1485621885547253764
The Near Post,@TheNearPostEFL,2022-01-25T22:20:40.000Z,"The Near Post
@TheNearPostEFL
·
Jan 26, 2022","If we’d have said to you that after 28 games Forest would have 43 points and they would be one point and one place outside of the play-off places....  #NFFC #Championship #EFL
7",👀,,,7,['https://pbs.twimg.com/media/FJ-xp8xXoAgsuyR?format=jpg&name=900x900'],https://twitter.com/TheNearPostEFL/status/1486101740634222598
Ollie Walton,@OWaltonSports,2022-01-25T10:23:51.000Z,"Ollie Walton
@OWaltonSports
·
Jan 25, 2022","Two play-off chasers clash at the Ricoh Arena with Nick Powell in line to feature. #SCFC #PUSB 

 
@VAVEL_EFL
vavel.com
Coventry City vs Stoke City preview: How to watch, kick-off time, team news, predicted lineups and...
Two play-off chasers clash at the Ricoh Arena with Nick Powell in line to feature.
1",,,,1,[],https://twitter.com/OWaltonSports/status/1485921351483506691
BetVictor,@BetVictor,2022-01-25T19:14:42.000Z,"BetVictor
@BetVictor
·
Jan 26, 2022
Official"," Tight title races
 Intense play-off battles
 Relegation woes

Before tonight's EFL action, read what 
@GabSutton
 makes of what has been an enthralling season so far.

#EFL
blog.betvictor.com
Gab Sutton's EFL Half-Season Review - BetVictor Blog
Gab Sutton returns with his EFL half-season review, looking at how the season has gone and what's changed since his pre-season predictions. 
1",🏆 🥊 🔻,,1,,[],https://twitter.com/BetVictor/status/1486054942712467459
EFL,@EFL,2022-01-28T11:10:00.000Z,"EFL
@EFL
·
Jan 28, 2022","#FlashbackFriday to some special Play-Off Final goals!

#EFL | #EFLMemorableMoments
1:03
26K views
9
14
87",,9,14,87,['https://pbs.twimg.com/media/E1lzD11WQAEo_TW.jpg'],https://twitter.com/EFL/status/1487020126276882436
Michelle Owen,@MichelleOwen7,2022-01-28T18:13:05.000Z,"Michelle Owen
@MichelleOwen7
·
Jan 29, 2022","This weekend the EFL takes centre stage starting with two teams with play-off and promotion ambitions… Huddersfield V Stoke 7pm Sky Sports Main Event  with 
@jobimcanuff7
 and Neil Harris
19
7
648",⚽,19,7,648,['https://pbs.twimg.com/media/FKNVwf4X0AEc3lB?format=jpg&name=medium'],https://twitter.com/MichelleOwen7/status/1487126599703179266
BetVictor,@BetVictor,2022-01-28T18:45:00.000Z,"BetVictor
@BetVictor
·
Jan 29, 2022
Official","Huddersfield host Stoke tonight and both will be looking for the win to significantly help their play-off hopes!

We've boosted BTTS with plenty of goals and cards tonight.

Make Your Best Bet by clicking below  

#HUDSTO #EFL
betvictor.com
Click Here To Add to Your Bet Slip
1",👇,,,1,['https://pbs.twimg.com/ad_img/1487079974674878469/X8MZxSKo?format=jpg&name=900x900'],https://twitter.com/BetVictor/status/1487134630901952515
EFL,@EFL,2022-01-28T11:10:00.000Z,"EFL
@EFL
·
Jan 28, 2022","#FlashbackFriday to some special Play-Off Final goals!

#EFL | #EFLMemorableMoments
9
14
87",,9,14,87,['https://pbs.twimg.com/media/E1lzD11WQAEo_TW.jpg'],https://twitter.com/EFL/status/1487020126276882436
Justin Allen,@justinallen1976,2022-01-29T16:42:47.000Z,"Justin Allen
@justinallen1976
·
Jan 30, 2022","Fear for Valerien Ismael at #WestBrom. The fans have never taken to him and they are in danger of sliding out of the play-off, never mind challenging for automatic promotion, if things continue as they are. #WBA #EFL
3
1
41",,3,1,41,[],https://twitter.com/justinallen1976/status/1487466262074732548
VAVEL EFL,@VAVEL_EFL,2022-01-29T12:29:22.000Z,"VAVEL EFL
@VAVEL_EFL
·
Jan 29, 2022","Stoke took a point away from West Yorkshire last night in what turned out to be a controversial match. 
@OWaltonSports
 discusses Michael O’Neill’s formation dilemma, the return of Nick Powell and play-off ambitions for both sides

#SCFC | #HTAFC
vavel.com
The Warmdown: Potters take a point at Huddersfield in controversial draw
Stoke City battled back in the face of controversy to take a point on the road in West Yorkshire.
1
2",,,1,2,['https://pbs.twimg.com/card_img/1611142665373978624/AUkOC_xY?format=jpg&name=medium'],https://twitter.com/VAVEL_EFL/status/1487402490303852551
Prost International,@ProstInt,2022-01-29T11:42:03.000Z,"Prost International
@ProstInt
·
Jan 29, 2022","Wycombe Wanderers host MK Dons in play-off contender clash
@ryanhoney9
 

#EFL #SkyBetLeagueOne #Chairboys #MKDons
prostinternational.com
Wycombe Wanderers host MK Dons in play-off contender clash
Wycombe still have sights set on an instant return to the Championship following relegation last term, whilst the Dons who are firmly placed in the top six, have given themselves hope of promotion. 
1
1",⚽ ✍,,1,1,[],https://twitter.com/ProstInt/status/1487390581361942533
Gary Taphouse,@garytaphouse,2022-01-31T18:48:48.000Z,"Gary Taphouse
@garytaphouse
·
Feb 1, 2022","15 years ago this month I here for Portsmouth v Charlton in the Premier League on Match Choice. These days it's a League One fixture - but could either side yet launch a play-off push? It's me & Don Goodman at Fratton Park, 7.45pm kick off #EFL 
@SkyFootball
3
4
26",,3,4,26,['https://pbs.twimg.com/media/FKc6s8KWUAUN0kC?format=jpg&name=medium'],https://twitter.com/garytaphouse/status/1488222750254768137
Duncan Lamb,@duncanlamb2009,2022-01-31T07:59:49.000Z,"Duncan Lamb
@duncanlamb2009
·
Jan 31, 2022","Hard not to compare the excitement of the #NFL play-off s ahead of the #SuperBowl with the usual pedestrian conclusion to our #PremierLeague Maybe not to everyone's liking, but it feels telling that the #EFL promotion play-offs now seem to deliver more excitement...",,,,,[],https://twitter.com/duncanlamb2009/status/1488059431061540865
Kirklees Local TV,@KirkleesLocalTV,2022-01-31T23:07:50.000Z,"Kirklees Local TV
@KirkleesLocalTV
·
Feb 1, 2022","A draw for Huddersfield leaves them back in seventh place in the Championship and out of the play-off places for now. Nathan Findlay Reports.

 https://bit.ly/3HgJQf2

#htafc #huddersfieldtown #kirklees #championship #efl #KLTV
kirkleeslocaltv.com
Post Match Report | Huddersfield Town v Stoke City - KLTV
A draw for Huddersfield leaves them back in seventh place in the championship and out of the play-off places for now.",✍ 👉,,,,[],https://twitter.com/KirkleesLocalTV/status/1488287940253995011
Sky Bet Championship,@SkyBetChamp,2022-02-01T21:47:34.000Z,"Sky Bet Championship
@SkyBetChamp
·
Feb 2, 2022",".
@LutonTown
 move to within three points of the play-off places!

#EFL | #SkyBetChampionship
20
87
630",,20,87,630,['https://pbs.twimg.com/media/FKis-6sWYAMt68n?format=jpg&name=medium'],https://twitter.com/SkyBetChamp/status/1488630128649420800
Prost International,@ProstInt,2022-02-01T12:54:57.000Z,"Prost International
@ProstInt
·
Feb 1, 2022","Swansea City host play-off hunting Luton Town
@ChrisStonadge
 

#EFL #SkyBetChampionship #SwanseaCity #LutonTown
prostinternational.com
Swansea City host play-off hunting Luton Town
Luton Town travel to Swansea City as they hope to boost their play-off hopes, however, Russell Martin's side will provide a resolute contest.
1
1",⚽ ✍,,1,1,[],https://twitter.com/ProstInt/status/1488496092023074824
Edward Walker,@edward_w97,2022-02-01T22:12:25.000Z,"Edward Walker
@edward_w97
·
Feb 2, 2022","#WeAreSalford win 2-1 at #cufc to leave them 3 points below the play-off places.

Ahead through a Ryan Watson penalty, pegged back through Omari Patrick but win the game with Matt Smith’s first Salford goal.

Carlisle drop to 22nd.
#EFL
3
1",,3,,1,[],https://twitter.com/edward_w97/status/1488636379282264067
Tyron,@tlmfootball,2022-02-02T16:29:47.000Z,"Tyron
@tlmfootball
·
Feb 3, 2022","how do the EFL manage to fuck up a tweet that easy ffs, so many pictures to choose from and they pick Blooms missing a pen in the play-off final and a pic of Russell Martin
2
4",,2,,4,[],https://twitter.com/tlmfootball/status/1488912543930269700
Professional Footballers’ Association,@PFA,2022-02-03T15:57:08.000Z,"Professional Footballers’ Association
@PFA
·
Feb 3, 2022","Matt Bloomfield in the EFL 

 558 appearances for 
@wwfcofficial
 
 42 goals
 Club captain for almost a decade
 Led the team to a play-off final at Wembley 
 Named as first Team Coach
 Promoted to the Championship in 19/20 season
1
10
136",👏 💙 ⚽ ⚽ ⚽ ⚽ ⚽ ⚽,1,10,136,"['https://pbs.twimg.com/media/FKrwLrSXEAQJchn?format=jpg&name=small', 'https://pbs.twimg.com/media/FKrwLqvX0AMgSSE?format=jpg&name=small']",https://twitter.com/PFA/status/1489266713153650689
David,@AllOutFootball_,2022-02-03T17:53:34.000Z,"David
@AllOutFootball_
·
Feb 4, 2022","New owners at Hull City and Coventry City's chances to make the play-off mix. Thanks to 
@BFerraby7
 from 
@hcafcHub
 and Glenn Watkin from 
@TheSkyBlueHub
 for joining 
@CallmeWill97
 to talk about their respective clubs. 
@_The72
 @EFL
 #EFL #AOF #hcafc #PUSB
anchor.fm
EFL Panel: New Hull City owners and Coventry City's promotion prospects by All Out Football Podcast
Hull City have new owners and what are Coventry City's chances of making the play-offs come May?  For our latest EFL panel discussion, Will is joined by Benedict Ferraby from hcafcHub and Glenn...
1
5
5",,1,5,5,['https://pbs.twimg.com/card_img/1610893050531692545/Dojmo79X?format=jpg&name=small'],https://twitter.com/AllOutFootball_/status/1489296015400357892
James Walker,@ReklaW_Twitch,2022-02-03T19:01:00.000Z,"James Walker
@ReklaW_Twitch
·
Feb 4, 2022","So did Villa and QPR when they won the play-off final… this sets a dangerous precedent for lawyers decide how football seasons finish and not the football… Current FFP regulations and 
@EFL
 are not fit for purpose. Without change, we wont be the last club to go this way…
Ross Power
@Ross_Pow_10
·
Feb 4, 2022
Replying to @chaddram and @EFL_Comms
You cheated they lost out especially Wycombe.",,,,,['https://pbs.twimg.com/profile_images/1577945520726839296/7ZFm5YF1_normal.jpg'],https://twitter.com/ReklaW_Twitch/status/1489312983977283588
David ‘Rutger’ Walton,@ramsfan0285,2022-02-04T00:13:28.000Z,"David ‘Rutger’ Walton
@ramsfan0285
·
Feb 4, 2022","When the 
@EFL
 take their pound of flesh and celebrate our demise, will they award Middlesbrough and Wycombe our 2 Champions of England trophies. They’d look mighty impressive alongside Middlesbrough’s League Cup and Wycombe’s League One Play-Off trophies. #SaveDerbyCounty
2
7",,,2,7,[],https://twitter.com/ramsfan0285/status/1489391618763415554
The Football Boardroom,@tfboardroom,2022-02-06T12:23:55.000Z,"The Football Boardroom
@tfboardroom
·
Feb 6, 2022","Lincoln City 2021 Financial Analysis!

The Imps suffered play-off final heartbreak as the loss of Cowley Brother compensation and match day revenue led to a £1.4m loss

https://thefootballboardroom.com/2022/02/06/lincoln-city-finances-2021-a-black-pool-of-tears/…

#Lincoln #ImpsAsOne #LeagueOne #EFL #SportsBiz
thefootballboardroom.com
Lincoln City Finances 2021 – A Black-Pool of Tears - The Football Boardroom
Lincoln City finances were hit hard by the loss of matchday revenue as it suffered League One Play-off final heartbreak.",,,,,[],https://twitter.com/tfboardroom/status/1490300221582188549
You tough right cam'ron voice,@BamaLFC334,2022-02-07T14:58:44.000Z,"You tough right cam'ron voice
@BamaLFC334
·
Feb 7, 2022","This is actually a wonderful take. I always said they should have a relegation play-off/in for the Prem. The 3rd place EFL team vs. the last place Prem team.
Doug Rush
@TheDougRush
·
Feb 7, 2022
Instead of the Pro Bowl, take the two teams with the worst records in the league: the Jaguars and Lions.

Let them play one game to determine the #1 overall pick in the NFL Draft.

Figure that’d be a much more competitive game over the Pro Bowl.
Show this thread
1
8",,1,,8,"['https://pbs.twimg.com/profile_images/1588245510816731137/OqugMuaI_normal.jpg', 'https://pbs.twimg.com/media/FK728lTXoAA4CIu?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FK728lRXEAEctoi?format=jpg&name=900x900']",https://twitter.com/BamaLFC334/status/1490701569771425805
The Near Post,@TheNearPostEFL,2022-02-09T22:36:37.000Z,"The Near Post
@TheNearPostEFL
·
Feb 10, 2022","Nottingham Forest were bottom of the Championship after eight games. 

22 games later, they’re in the play-off places....

#NFFC #Championship #EFL
GIF
ALT
9",,,,9,[],https://twitter.com/TheNearPostEFL/status/1491541574735572993
Algernon Benedictine,@Benny_Nhot,2022-02-09T20:47:28.000Z,"Algernon Benedictine
@Benny_Nhot
·
Feb 10, 2022","To those negative supporters - glass half-empties: if we were in the play-off places in the Championship, I bet you’d be imagining scenarios for our promotion. We ARE in the PL already, so why not channel all that EFL positivity for our actual PL survival? #UTC #twitterclarets
7",,,,7,[],https://twitter.com/Benny_Nhot/status/1491514107924725774
David,@AllOutFootball_,2022-02-09T21:50:59.000Z,"David
@AllOutFootball_
·
Feb 10, 2022","Nottingham Forest were bottom of the league with one point after five games played. Now they're in the Championship play-off places and on a terrific FA Cup run. What a job by Steve Cooper! #NFFC #EFL
Nottingham Forest FC
@NFFC
·
Feb 10, 2022
𝗧𝗛𝗜𝗦 𝗧𝗘𝗔𝗠 

 #NFFC
1
1
5",🧡 💛 🌳 🔴,1,1,5,"['https://pbs.twimg.com/profile_images/1592187151952773132/Etoqk8jM_normal.jpg', 'https://pbs.twimg.com/media/FLL3XG0WUA8lKoa?format=jpg&name=medium']",https://twitter.com/AllOutFootball_/status/1491530089670103057
Prost International,@ProstInt,2022-02-09T12:20:27.000Z,"Prost International
@ProstInt
·
Feb 9, 2022","| Promotion-chasing Blackburn Rovers welcome play-off hopefuls Nottingham Forest to Ewood Park.  

| 
@OlawumiJourno
 

#Rovers #NFFC #SkyBetChampionship #EFL
prostinternational.com
Promotion-chasing Blackburn Rovers welcome play-off hopefuls Nottingham Forest to Ewood Park
Tony Mowbray’s Blackburn Rovers need to bounce back from defeat last time out as they welcome Nottingham Forest to Ewood Park, with the Reds fresh from their FA Cup heroics.
1",⚽ ✍,,1,,['https://pbs.twimg.com/card_img/1606051584152162305/5xR1-g6w?format=jpg&name=360x360'],https://twitter.com/ProstInt/status/1491386512822669319
Mehmet Eren Savaşcı,@merensavasci,2022-02-09T09:22:40.000Z,"Mehmet Eren Savaşcı
@merensavasci
·
Feb 9, 2022","Türk iş adamı Ziya Eren'in EFL League Two'da bulunan kulübü Crawley Town, dün akşam play-off'lara girmek için müthiş bir 3 puan aldı.

Play-off adaylarından birisi olan Harrogate Town'u deplasmanda 3-1 mağlup eden John Yems'in ögrencileri 12. sırada bulunuyor.
@Erdem_Konyar
 4",👊,,,4,['https://pbs.twimg.com/media/FLJPbsTWYAI_C7K?format=jpg&name=medium'],https://twitter.com/merensavasci/status/1491341768628994050
Lewis Radbourne,@lewisradbourne1,2022-02-11T16:26:11.000Z,"Lewis Radbourne
@lewisradbourne1
·
Feb 12, 2022","Reading are celebrating their 150th anniversary match tomorrow - and will be hoping to claim their first win of 2022 against play-off chasing Coventry. My preview for 
@VAVEL_EFL
#readingfc #PUSB
vavel.com
Reading vs Coventry City preview: How to watch, kick-off time, team news, predicted lineups and...
Reading will be looking for their first win of 2022 in their 150th anniversary game.",👇,,,,[],https://twitter.com/lewisradbourne1/status/1492173126603575302
Let The Ball Do The Work,@LTBDTW_,2022-02-12T15:49:25.000Z,"Let The Ball Do The Work
@LTBDTW_
·
Feb 12, 2022","#EFL #CHAMPIONSHIP :
@Boro
 v 
@dcfcofficial
 2-1:

GOAL MIDDLESBROUGH :

A wicked deflection from Aaron Connolly’s strike puts #Boro back in front! That play-off place is looking more likely if they can see this game out! 

#boro #dcfc #rams #utb
GIF
ALT
1
3",⚽,,1,3,[],https://twitter.com/LTBDTW_/status/1492526262207844353
Edward Walker,@edward_w97,2022-02-12T18:23:06.000Z,"Edward Walker
@edward_w97
·
Feb 13, 2022","No goals between #BristolRovers and #Stags at the Mem.

Mansfield now 11 unbeaten in the league and still have some more games to play compared to those around them.

Bristol Rovers 10 points off the play-off spots though have only played a joint-low 28 games so far.
#EFL
1
4",,,1,4,[],https://twitter.com/edward_w97/status/1492564938497343489
Edward Walker,@edward_w97,2022-02-12T18:54:02.000Z,"Edward Walker
@edward_w97
·
Feb 13, 2022","First win in 6 for #STFC and it’s a convincing 3-0 victory over bottom club #IRON.

A Harry McKirdy goal followed by a Josh Davison brace leaves Ben Garner’s side 2 points outside the play-off places.

Scunthorpe are 6 points from safety.
#EFL
1
1",,1,,1,[],https://twitter.com/edward_w97/status/1492572722966274050
